id	project_id	captured_date	created_date	type	software_version_id	device_id	event_info
563666	367	2021-05-29 18:11:00+00	2021-05-30 12:21:41.142848+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 630, ""i2c_accel_ms"": 31203, ""cpu_active_ms"": 48238, ""charge_time_ms"": 0, ""flash_bytes_read"": 100592, ""cpu_deep_sleep_ms"": 35951761, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10097, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12100, ""main_task_stack_unused_bytes"": 512}}"
563667	367	2021-05-29 20:11:00+00	2021-05-30 07:54:45.915771+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 623, ""i2c_accel_ms"": 584468, ""cpu_active_ms"": 721560, ""charge_time_ms"": 0, ""flash_bytes_read"": 100633, ""cpu_deep_sleep_ms"": 35278439, ""battery_perc_delta"": 50, ""flash_bytes_written"": 100046, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 12100, ""main_task_stack_unused_bytes"": 512}}"
563668	367	2021-05-29 21:11:00+00	2021-05-30 17:12:53.942764+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 573, ""i2c_accel_ms"": 624404, ""cpu_active_ms"": 769278, ""charge_time_ms"": 0, ""flash_bytes_read"": 100365, ""cpu_deep_sleep_ms"": 35230721, ""battery_perc_delta"": 54, ""flash_bytes_written"": 100042, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11953, ""main_task_stack_unused_bytes"": 512}}"
563669	367	2021-05-29 22:11:00+00	2021-05-30 00:29:08.982025+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 518, ""i2c_accel_ms"": 605924, ""cpu_active_ms"": 761972, ""charge_time_ms"": 0, ""flash_bytes_read"": 100963, ""cpu_deep_sleep_ms"": 35238027, ""battery_perc_delta"": 54, ""flash_bytes_written"": 100019, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11828, ""main_task_stack_unused_bytes"": 512}}"
563670	367	2021-05-30 00:11:00+00	2021-05-30 18:45:40.068376+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 464, ""i2c_accel_ms"": 581684, ""cpu_active_ms"": 734426, ""charge_time_ms"": 0, ""flash_bytes_read"": 100215, ""cpu_deep_sleep_ms"": 35265573, ""battery_perc_delta"": 51, ""flash_bytes_written"": 100008, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11828, ""main_task_stack_unused_bytes"": 512}}"
563671	367	2021-05-30 01:11:00+00	2021-05-30 05:01:12.05591+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 413, ""i2c_accel_ms"": 612611, ""cpu_active_ms"": 764505, ""charge_time_ms"": 0, ""flash_bytes_read"": 100158, ""cpu_deep_sleep_ms"": 35235494, ""battery_perc_delta"": 54, ""flash_bytes_written"": 100019, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11695, ""main_task_stack_unused_bytes"": 512}}"
563672	367	2021-05-30 02:11:00+00	2021-05-30 16:01:41.332139+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 358, ""i2c_accel_ms"": 624122, ""cpu_active_ms"": 787467, ""charge_time_ms"": 0, ""flash_bytes_read"": 100695, ""cpu_deep_sleep_ms"": 35212532, ""battery_perc_delta"": 56, ""flash_bytes_written"": 100055, ""flash_sector_erases"": 5, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11493, ""main_task_stack_unused_bytes"": 512}}"
563673	367	2021-05-30 03:11:00+00	2021-05-30 07:47:10.23192+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 301, ""i2c_accel_ms"": 643688, ""cpu_active_ms"": 805690, ""charge_time_ms"": 0, ""flash_bytes_read"": 100631, ""cpu_deep_sleep_ms"": 35194309, ""battery_perc_delta"": 58, ""flash_bytes_written"": 100067, ""flash_sector_erases"": 5, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11236, ""main_task_stack_unused_bytes"": 512}}"
563674	367	2021-05-30 05:11:00+00	2021-05-30 05:11:05.718232+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 243, ""i2c_accel_ms"": 603555, ""cpu_active_ms"": 764799, ""charge_time_ms"": 0, ""flash_bytes_read"": 100362, ""cpu_deep_sleep_ms"": 35235200, ""battery_perc_delta"": 54, ""flash_bytes_written"": 100071, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11102, ""main_task_stack_unused_bytes"": 512}}"
563675	367	2021-05-30 06:11:00+00	2021-05-30 07:33:03.72259+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 188, ""i2c_accel_ms"": 589282, ""cpu_active_ms"": 745589, ""charge_time_ms"": 0, ""flash_bytes_read"": 100773, ""cpu_deep_sleep_ms"": 35254410, ""battery_perc_delta"": 52, ""flash_bytes_written"": 100084, ""flash_sector_erases"": 4, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 11026, ""main_task_stack_unused_bytes"": 512}}"
563676	367	2021-05-30 07:11:00+00	2021-05-31 04:40:11.428874+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 136, ""i2c_accel_ms"": 654023, ""cpu_active_ms"": 808423, ""charge_time_ms"": 0, ""flash_bytes_read"": 100110, ""cpu_deep_sleep_ms"": 35191576, ""battery_perc_delta"": 58, ""flash_bytes_written"": 100025, ""flash_sector_erases"": 5, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 10761, ""main_task_stack_unused_bytes"": 512}}"
563677	367	2021-05-30 08:11:00+00	2021-05-31 03:16:21.376607+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 77, ""i2c_accel_ms"": 646681, ""cpu_active_ms"": 806879, ""charge_time_ms"": 0, ""flash_bytes_read"": 100842, ""cpu_deep_sleep_ms"": 35193120, ""battery_perc_delta"": 58, ""flash_bytes_written"": 100007, ""flash_sector_erases"": 5, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 10501, ""main_task_stack_unused_bytes"": 512}}"
563678	367	2021-05-30 11:11:00+00	2021-05-30 16:25:31.465507+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 18, ""i2c_accel_ms"": 662239, ""cpu_active_ms"": 816557, ""charge_time_ms"": 0, ""flash_bytes_read"": 100517, ""cpu_deep_sleep_ms"": 35183442, ""battery_perc_delta"": 59, ""flash_bytes_written"": 100090, ""flash_sector_erases"": 5, ""i2c_accel_samples_read"": 360000, ""mem_heap_remaining_bytes"": 10212, ""main_task_stack_unused_bytes"": 512}}"
563679	367	2021-05-30 13:11:00+00	2021-05-30 18:41:39.901767+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 865, ""i2c_accel_ms"": 32804, ""cpu_active_ms"": 53133, ""charge_time_ms"": 2000000, ""flash_bytes_read"": 100880, ""cpu_deep_sleep_ms"": 35946866, ""battery_perc_delta"": 7, ""flash_bytes_written"": 10038, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 13010, ""main_task_stack_unused_bytes"": 605}}"
563680	367	2021-05-30 14:11:00+00	2021-05-31 00:04:21.415755+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 857, ""i2c_accel_ms"": 51791, ""cpu_active_ms"": 54467, ""charge_time_ms"": 0, ""flash_bytes_read"": 100359, ""cpu_deep_sleep_ms"": 35945532, ""battery_perc_delta"": 7, ""flash_bytes_written"": 10014, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12857, ""main_task_stack_unused_bytes"": 605}}"
563681	367	2021-05-30 17:11:00+00	2021-05-31 15:13:58.100598+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 850, ""i2c_accel_ms"": 48526, ""cpu_active_ms"": 71189, ""charge_time_ms"": 0, ""flash_bytes_read"": 100971, ""cpu_deep_sleep_ms"": 35928810, ""battery_perc_delta"": 9, ""flash_bytes_written"": 10057, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12564, ""main_task_stack_unused_bytes"": 605}}"
563682	367	2021-05-30 18:11:00+00	2021-05-31 15:37:00.963575+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 840, ""i2c_accel_ms"": 45201, ""cpu_active_ms"": 49285, ""charge_time_ms"": 0, ""flash_bytes_read"": 100512, ""cpu_deep_sleep_ms"": 35950714, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10092, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12454, ""main_task_stack_unused_bytes"": 605}}"
563683	367	2021-05-30 19:11:00+00	2021-05-31 12:59:43.9007+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 833, ""i2c_accel_ms"": 38490, ""cpu_active_ms"": 38275, ""charge_time_ms"": 0, ""flash_bytes_read"": 100586, ""cpu_deep_sleep_ms"": 35961724, ""battery_perc_delta"": 5, ""flash_bytes_written"": 10099, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12454, ""main_task_stack_unused_bytes"": 605}}"
563684	367	2021-05-30 21:11:00+00	2021-05-31 02:53:30.507641+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 828, ""i2c_accel_ms"": 45412, ""cpu_active_ms"": 53055, ""charge_time_ms"": 0, ""flash_bytes_read"": 100512, ""cpu_deep_sleep_ms"": 35946944, ""battery_perc_delta"": 7, ""flash_bytes_written"": 10075, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12312, ""main_task_stack_unused_bytes"": 605}}"
563685	367	2021-05-30 22:11:00+00	2021-05-31 16:20:05.875815+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 820, ""i2c_accel_ms"": 54135, ""cpu_active_ms"": 69851, ""charge_time_ms"": 0, ""flash_bytes_read"": 100534, ""cpu_deep_sleep_ms"": 35930148, ""battery_perc_delta"": 9, ""flash_bytes_written"": 10024, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12030, ""main_task_stack_unused_bytes"": 605}}"
563686	367	2021-05-30 23:11:00+00	2021-05-31 02:51:06.542562+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 810, ""i2c_accel_ms"": 33309, ""cpu_active_ms"": 39719, ""charge_time_ms"": 0, ""flash_bytes_read"": 100773, ""cpu_deep_sleep_ms"": 35960280, ""battery_perc_delta"": 5, ""flash_bytes_written"": 10058, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 12030, ""main_task_stack_unused_bytes"": 605}}"
562144	367	2021-05-31 00:10:00+00	2021-05-31 03:14:01.620123+00	trace	4344	6674	"{""reason"": 32769}"
563687	367	2021-05-31 00:11:00+00	2021-05-31 15:03:47.793882+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 805, ""i2c_accel_ms"": 47524, ""cpu_active_ms"": 61647, ""charge_time_ms"": 0, ""flash_bytes_read"": 100708, ""cpu_deep_sleep_ms"": 35938352, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10020, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 11817, ""main_task_stack_unused_bytes"": 605}}"
562145	367	2021-05-31 00:20:00+00	2021-05-31 02:57:31.545773+00	trace	4344	6674	"{""reason"": 32769}"
562146	367	2021-05-31 00:30:00+00	2021-05-31 01:18:40.504788+00	trace	4344	6674	"{""reason"": 32769}"
563688	367	2021-05-31 01:11:00+00	2021-05-31 16:14:59.647109+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 796, ""i2c_accel_ms"": 37683, ""cpu_active_ms"": 43647, ""charge_time_ms"": 0, ""flash_bytes_read"": 100392, ""cpu_deep_sleep_ms"": 35956352, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10065, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 11754, ""main_task_stack_unused_bytes"": 605}}"
563689	367	2021-05-31 02:11:00+00	2021-05-31 15:21:15.834855+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 790, ""i2c_accel_ms"": 44902, ""cpu_active_ms"": 59028, ""charge_time_ms"": 0, ""flash_bytes_read"": 100602, ""cpu_deep_sleep_ms"": 35940971, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10021, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 11563, ""main_task_stack_unused_bytes"": 605}}"
563690	367	2021-05-31 05:11:00+00	2021-05-31 11:59:37.074441+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 782, ""i2c_accel_ms"": 56351, ""cpu_active_ms"": 66331, ""charge_time_ms"": 0, ""flash_bytes_read"": 100644, ""cpu_deep_sleep_ms"": 35933668, ""battery_perc_delta"": 9, ""flash_bytes_written"": 10028, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 11311, ""main_task_stack_unused_bytes"": 605}}"
563691	367	2021-05-31 06:11:00+00	2021-05-31 15:47:51.144581+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 773, ""i2c_accel_ms"": 55737, ""cpu_active_ms"": 67473, ""charge_time_ms"": 0, ""flash_bytes_read"": 100386, ""cpu_deep_sleep_ms"": 35932526, ""battery_perc_delta"": 9, ""flash_bytes_written"": 10100, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 11049, ""main_task_stack_unused_bytes"": 605}}"
563692	367	2021-05-31 08:11:00+00	2021-06-01 02:32:32.216348+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 764, ""i2c_accel_ms"": 33809, ""cpu_active_ms"": 37096, ""charge_time_ms"": 0, ""flash_bytes_read"": 100843, ""cpu_deep_sleep_ms"": 35962903, ""battery_perc_delta"": 5, ""flash_bytes_written"": 10018, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 11049, ""main_task_stack_unused_bytes"": 605}}"
562143	367	2021-05-31 09:05:00+00	2021-06-01 02:03:44.727434+00	trace	4344	6674	"{""reason"": 3}"
563693	367	2021-05-31 09:11:00+00	2021-05-31 16:07:07.577546+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 758, ""i2c_accel_ms"": 56094, ""cpu_active_ms"": 62620, ""charge_time_ms"": 0, ""flash_bytes_read"": 100537, ""cpu_deep_sleep_ms"": 35937379, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10012, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 10828, ""main_task_stack_unused_bytes"": 601}}"
563694	367	2021-05-31 10:11:00+00	2021-06-01 01:27:38.469745+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 750, ""i2c_accel_ms"": 48574, ""cpu_active_ms"": 63868, ""charge_time_ms"": 0, ""flash_bytes_read"": 100242, ""cpu_deep_sleep_ms"": 35936131, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10009, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 10596, ""main_task_stack_unused_bytes"": 601}}"
563695	367	2021-05-31 11:11:00+00	2021-06-01 00:02:50.889752+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 741, ""i2c_accel_ms"": 27944, ""cpu_active_ms"": 44637, ""charge_time_ms"": 0, ""flash_bytes_read"": 100090, ""cpu_deep_sleep_ms"": 35955362, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10098, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 10525, ""main_task_stack_unused_bytes"": 601}}"
563696	367	2021-05-31 12:11:00+00	2021-05-31 17:47:11.049024+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 735, ""i2c_accel_ms"": 33899, ""cpu_active_ms"": 46145, ""charge_time_ms"": 0, ""flash_bytes_read"": 100631, ""cpu_deep_sleep_ms"": 35953854, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10069, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 10441, ""main_task_stack_unused_bytes"": 512}}"
563697	367	2021-05-31 14:11:00+00	2021-06-01 00:35:43.739932+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 728, ""i2c_accel_ms"": 45374, ""cpu_active_ms"": 66033, ""charge_time_ms"": 0, ""flash_bytes_read"": 100923, ""cpu_deep_sleep_ms"": 35933966, ""battery_perc_delta"": 9, ""flash_bytes_written"": 10060, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 10191, ""main_task_stack_unused_bytes"": 512}}"
563698	367	2021-05-31 16:11:00+00	2021-05-31 20:31:31.308464+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 719, ""i2c_accel_ms"": 45215, ""cpu_active_ms"": 59220, ""charge_time_ms"": 0, ""flash_bytes_read"": 100030, ""cpu_deep_sleep_ms"": 35940779, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10082, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9998, ""main_task_stack_unused_bytes"": 512}}"
563699	367	2021-05-31 17:11:00+00	2021-06-01 16:16:43.067542+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 711, ""i2c_accel_ms"": 25708, ""cpu_active_ms"": 38456, ""charge_time_ms"": 0, ""flash_bytes_read"": 100156, ""cpu_deep_sleep_ms"": 35961543, ""battery_perc_delta"": 5, ""flash_bytes_written"": 10012, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9998, ""main_task_stack_unused_bytes"": 512}}"
563700	367	2021-05-31 18:11:00+00	2021-06-01 08:18:29.026815+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 705, ""i2c_accel_ms"": 47079, ""cpu_active_ms"": 50024, ""charge_time_ms"": 0, ""flash_bytes_read"": 100087, ""cpu_deep_sleep_ms"": 35949975, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10020, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9882, ""main_task_stack_unused_bytes"": 512}}"
563701	367	2021-05-31 19:11:00+00	2021-06-01 09:54:10.106857+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 698, ""i2c_accel_ms"": 48449, ""cpu_active_ms"": 53021, ""charge_time_ms"": 0, ""flash_bytes_read"": 100149, ""cpu_deep_sleep_ms"": 35946978, ""battery_perc_delta"": 7, ""flash_bytes_written"": 10018, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9741, ""main_task_stack_unused_bytes"": 512}}"
563702	367	2021-05-31 20:11:00+00	2021-06-01 13:52:24.621705+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 691, ""i2c_accel_ms"": 28426, ""cpu_active_ms"": 39772, ""charge_time_ms"": 0, ""flash_bytes_read"": 100720, ""cpu_deep_sleep_ms"": 35960227, ""battery_perc_delta"": 5, ""flash_bytes_written"": 10014, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9741, ""main_task_stack_unused_bytes"": 512}}"
563703	367	2021-05-31 21:11:00+00	2021-06-01 15:57:14.543056+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 686, ""i2c_accel_ms"": 39517, ""cpu_active_ms"": 47911, ""charge_time_ms"": 0, ""flash_bytes_read"": 100212, ""cpu_deep_sleep_ms"": 35952088, ""battery_perc_delta"": 6, ""flash_bytes_written"": 10064, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9642, ""main_task_stack_unused_bytes"": 512}}"
563704	367	2021-05-31 22:11:00+00	2021-06-01 11:10:49.333105+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 679, ""i2c_accel_ms"": 43388, ""cpu_active_ms"": 62703, ""charge_time_ms"": 0, ""flash_bytes_read"": 100749, ""cpu_deep_sleep_ms"": 35937296, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10020, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9420, ""main_task_stack_unused_bytes"": 512}}"
563705	367	2021-05-31 23:11:00+00	2021-06-01 08:06:19.894826+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 670, ""i2c_accel_ms"": 25688, ""cpu_active_ms"": 42594, ""charge_time_ms"": 0, ""flash_bytes_read"": 100699, ""cpu_deep_sleep_ms"": 35957405, ""battery_perc_delta"": 5, ""flash_bytes_written"": 10073, ""flash_sector_erases"": 0, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9366, ""main_task_stack_unused_bytes"": 512}}"
563706	367	2021-06-01 01:11:00+00	2021-06-01 15:55:40.282065+00	heartbeat	4358	6674	"{""metrics"": {""battery_perc"": 664, ""i2c_accel_ms"": 52866, ""cpu_active_ms"": 61149, ""charge_time_ms"": 0, ""flash_bytes_read"": 100867, ""cpu_deep_sleep_ms"": 35938850, ""battery_perc_delta"": 8, ""flash_bytes_written"": 10049, ""flash_sector_erases"": 1, ""i2c_accel_samples_read"": 36000, ""mem_heap_remaining_bytes"": 9157, ""main_task_stack_unused_bytes"": 512}}"
